Env,r,rMain,RMSE,RMSEmain,MAD,rank,rankMain
WMaA15BALL6,0.670000466913892,0.703699151990018,10.8786549375638,11.6257102889781,8.55756130606285,0.8,1
WMaA15BENC6,0.610087531326252,0.566772254484428,14.3989570938055,15.6239013113253,10.9089762987589,0.8,0.6
WMaA15BEVE6,0.760688255433496,0.790892520099278,17.4161220281422,16.2752478606841,11.9074499573808,1,1
WMaA15BOLG6,0.577933514224869,0.654148159688108,22.6296724019906,20.9920711248732,18.3403652890548,0.4,0.6
WMaA15BUNT6,0.670296051247508,0.610122454005611,10.9602632041674,13.2116129180616,8.53547549758356,0.8,0.8
WMaA15CADO6,0.536078620376309,0.504259344375631,14.0509212086607,15.3536355020265,11.9710976919864,0.2,0.2
WMaA15CARN6,0.718780931026026,0.646433428640519,13.4435452173493,15.299947679865,10.8313710917299,0.8,0.6
WMaA15COOR6,0.762671053279092,0.647278757241294,22.5008416410069,24.7349686551309,17.2831235490449,0.8,0.8
WMaA15CORR6,0.749286231814469,0.725792564431538,11.7416494929088,12.5548079345406,9.2730812794603,0.4,0.4
WMaA15CUND6,0.491244661897955,0.63550829954556,17.6210241096718,15.6527684136599,14.517999099722,0.6,1
WMaA15DAND6,0.620779847149829,0.483934769999702,30.1261234198439,33.0638920730507,24.7223790184358,0.6,0.4
WMaA15ENEA6,0.765471488069867,0.755433398361071,11.0387919038282,11.0770608273711,8.20948072818669,0.8,0.8
WMaA15ERAD6,0.649879878288942,0.606990824586058,12.4576073961215,13.2710503401854,10.145887671328,0.4,0.4
WMaA15GIBS6,0.658978365782607,0.679430876907437,40.9324380784122,42.5952634958035,29.9111824394971,0.8,0.6
WMaA15GNOW6,0.627534432113959,0.528925075826678,19.5042923328606,21.257158507474,15.7584062789406,0.2,0.2
WMaA15GOOM6,0.758966894660668,0.609143857457508,12.7432833163743,16.0859674590548,9.58585241601798,0.8,0.4
WMaA15GRAC6,0.660474410700219,0.552381835791392,32.6061099312956,35.0405678523716,25.5422837515758,0.6,0.6
WMaA15HYDE6,0.727223901952096,0.722992124388234,15.8443429875126,15.937047455431,11.8567062901892,0.6,0.6
WMaA15JERR6,0.815497015921808,0.751727052699594,22.776578168554,25.6667610169832,17.9290387651728,0.6,0.6
